Municipality name,party_name,Votes
Oosterhout,CODE ORANJE,105
Oosterhout,BIJ1,98
Oosterhout,NIDA,94
Oosterhout,JONG,62
Oosterhout,Staatkundig Gereformeerde Partij (SGP),57
Oosterhout,Piratenpartij,52
Oosterhout,Lijst Henk Krol,45
Oosterhout,DE FEESTPARTIJ (DFP),32
Oosterhout,NLBeter,26
Oosterhout,OPRECHT,26
Oosterhout,Partij van de Eenheid,24
Oosterhout,"Blanco (Zeven, A.J.L.B.)",21
Oosterhout,LP (Libertaire Partij),15
Oosterhout,JEZUS LEEFT,8
Oosterhout,U-Buntu Connected Front,2
Ooststellingwerf,VVD,2916
Ooststellingwerf,CDA,2044
Ooststellingwerf,PVV (Partij voor de Vrijheid),2037
Ooststellingwerf,D66,1690
Ooststellingwerf,Partij van de Arbeid (P.v.d.A.),1391
Ooststellingwerf,SP (Socialistische Partij),1344
Ooststellingwerf,Forum voor Democratie,1194
Ooststellingwerf,Partij voor de Dieren,630
Ooststellingwerf,ChristenUnie,629
Ooststellingwerf,BBB,627
Ooststellingwerf,GROENLINKS,526
Ooststellingwerf,JA21,346
Ooststellingwerf,50PLUS,182
Ooststellingwerf,Volt,182
Ooststellingwerf,Staatkundig Gereformeerde Partij (SGP),159
Ooststellingwerf,CODE ORANJE,52
Ooststellingwerf,Trots op Nederland (TROTS),52
Ooststellingwerf,Splinter,42
Ooststellingwerf,JONG,28
Ooststellingwerf,Piratenpartij,28
Ooststellingwerf,BIJ1,26
Ooststellingwerf,OPRECHT,20
Ooststellingwerf,DENK,17
Ooststellingwerf,NLBeter,11
Ooststellingwerf,JEZUS LEEFT,10
Ooststellingwerf,Vrij en Sociaal Nederland,8
Ooststellingwerf,Lijst Henk Krol,7
Ooststellingwerf,LP (Libertaire Partij),7
Ooststellingwerf,Partij voor de Republiek,3
Ooststellingwerf,De Groenen,1
Ooststellingwerf,NIDA,1
Oostzaan,VVD,1665
Oostzaan,PVV (Partij voor de Vrijheid),952
Oostzaan,D66,807
Oostzaan,Forum voor Democratie,416
Oostzaan,Partij van de Arbeid (P.v.d.A.),412
Oostzaan,CDA,355
Oostzaan,SP (Socialistische Partij),348
Oostzaan,GROENLINKS,293
Oostzaan,Partij voor de Dieren,280
Oostzaan,JA21,223
Oostzaan,ChristenUnie,108
Oostzaan,Volt,103
Oostzaan,50PLUS,77
Oostzaan,BBB,49
Oostzaan,CODE ORANJE,43
Oostzaan,BIJ1,39
Oostzaan,"Blanco (Zeven, A.J.L.B.)",36
Oostzaan,DENK,34
Oostzaan,Staatkundig Gereformeerde Partij (SGP),26
Oostzaan,Trots op Nederland (TROTS),24
Oostzaan,Splinter,18
Oostzaan,Piratenpartij,16
Oostzaan,DE FEESTPARTIJ (DFP),9
Oostzaan,JONG,7
Oostzaan,Lijst Henk Krol,7
Oostzaan,LP (Libertaire Partij),7
Oostzaan,NLBeter,4
Oostzaan,NIDA,2
Oostzaan,OPRECHT,2
Oostzaan,JEZUS LEEFT,0
Oostzaan,U-Buntu Connected Front,0
Oostzaan,Wij zijn Nederland,0
Opmeer,VVD,2066
Opmeer,CDA,1072
Opmeer,D66,1068
Opmeer,PVV (Partij voor de Vrijheid),812
Opmeer,Forum voor Democratie,499
Opmeer,SP (Socialistische Partij),377
Opmeer,Partij van de Arbeid (P.v.d.A.),304
Opmeer,JA21,260
Opmeer,Partij voor de Dieren,226
Opmeer,GROENLINKS,218
Opmeer,BBB,212
Opmeer,Volt,114
Opmeer,50PLUS,103
Opmeer,ChristenUnie,79
Opmeer,CODE ORANJE,58
Opmeer,Trots op Nederland (TROTS),36
Opmeer,Splinter,24
Opmeer,Piratenpartij,18
Opmeer,BIJ1,17
Opmeer,"Blanco (Zeven, A.J.L.B.)",10
Opmeer,JONG,10
Opmeer,NLBeter,10
Opmeer,Staatkundig Gereformeerde Partij (SGP),10
Opmeer,DENK,8
Opmeer,Lijst Henk Krol,5
Opmeer,OPRECHT,5
Opmeer,LP (Libertaire Partij),4
Opmeer,DE FEESTPARTIJ (DFP),3
Opmeer,JEZUS LEEFT,2
Opmeer,NIDA,2
Opmeer,Wij zijn Nederland,2
Opmeer,U-Buntu Connected Front,0
Opsterland,VVD,3218
Opsterland,CDA,2493
Opsterland,D66,2311
Opsterland,Partij van de Arbeid (P.v.d.A.),1845
Opsterland,PVV (Partij voor de Vrijheid),1806
Opsterland,SP (Socialistische Partij),1501
Opsterland,ChristenUnie,1335
Opsterland,Forum voor Democratie,1234
Opsterland,GROENLINKS,696
Opsterland,BBB,678
Opsterland,Partij voor de Dieren,610
Opsterland,JA21,377
Opsterland,Staatkundig Gereformeerde Partij (SGP),295
Opsterland,Volt,233
Opsterland,50PLUS,150
Opsterland,Splinter,52
Opsterland,CODE ORANJE,47
Opsterland,Trots op Nederland (TROTS),38
Opsterland,JONG,33
Opsterland,Piratenpartij,28
Opsterland,BIJ1,22
Opsterland,NLBeter,17
Opsterland,JEZUS LEEFT,16
Opsterland,DENK,14
Opsterland,Lijst Henk Krol,9
Opsterland,LP (Libertaire Partij),4
Opsterland,De Groenen,2
Opsterland,OPRECHT,2
Opsterland,NIDA,1
Opsterland,Partij voor de Republiek,1
Opsterland,Vrij en Sociaal Nederland,1
Oss,VVD,13573
Oss,PVV (Partij voor de Vrijheid),7595
Oss,SP (Socialistische Partij),7500
Oss,D66,6714
Oss,CDA,5352
Oss,Forum voor Democratie,2809
Oss,Partij van de Arbeid (P.v.d.A.),2133
Oss,GROENLINKS,1912
Oss,Partij voor de Dieren,1317
Oss,DENK,1278
Oss,JA21,1155
Oss,Volt,831
Oss,50PLUS,552
Oss,BBB,429
Oss,ChristenUnie,329
Oss,BIJ1,159
Oss,CODE ORANJE,145
Oss,Splinter,141
Oss,Trots op Nederland (TROTS),101
Oss,Piratenpartij,83
Oss,JONG,82
Oss,NIDA,60
Oss,Staatkundig Gereformeerde Partij (SGP),56
Oss,DE FEESTPARTIJ (DFP),48
Oss,Lijst Henk Krol,43
Oss,OPRECHT,34
Oss,LP (Libertaire Partij),28
Oss,NLBeter,25
Oss,"Blanco (Zeven, A.J.L.B.)",15
Oss,JEZUS LEEFT,15
Oss,Partij van de Eenheid,2
Oude IJsselstreek,VVD,6172
Oude IJsselstreek,CDA,3611
Oude IJsselstreek,D66,3149
Oude IJsselstreek,PVV (Partij voor de Vrijheid),2648
Oude IJsselstreek,SP (Socialistische Partij),1993
Oude IJsselstreek,Partij van de Arbeid (P.v.d.A.),1450
Oude IJsselstreek,Forum voor Democratie,1034
Oude IJsselstreek,BBB,948
Oude IJsselstreek,GROENLINKS,871
Oude IJsselstreek,Partij voor de Dieren,625
Oude IJsselstreek,JA21,560
Oude IJsselstreek,DENK,444
Oude IJsselstreek,ChristenUnie,403
Oude IJsselstreek,50PLUS,316
Oude IJsselstreek,Volt,260
Oude IJsselstreek,CODE ORANJE,66
Oude IJsselstreek,Splinter,58
Oude IJsselstreek,Trots op Nederland (TROTS),56
Oude IJsselstreek,Staatkundig Gereformeerde Partij (SGP),54
Oude IJsselstreek,JONG,47
Oude IJsselstreek,BIJ1,45
Oude IJsselstreek,Piratenpartij,44
Oude IJsselstreek,NIDA,31
Oude IJsselstreek,"Blanco (Zeven, A.J.L.B.)",21
Oude IJsselstreek,NLBeter,19
Oude IJsselstreek,Lijst Henk Krol,18
Oude IJsselstreek,LP (Libertaire Partij),14
Oude IJsselstreek,OPRECHT,7
Oude IJsselstreek,JEZUS LEEFT,3
Oude IJsselstreek,U-Buntu Connected Front,0
Ouder-Amstel,VVD,2078
Ouder-Amstel,D66,1896
Ouder-Amstel,CDA,686
Ouder-Amstel,PVV (Partij voor de Vrijheid),607
Ouder-Amstel,GROENLINKS,580
Ouder-Amstel,Partij van de Arbeid (P.v.d.A.),573
Ouder-Amstel,Partij voor de Dieren,415
Ouder-Amstel,SP (Socialistische Partij),357
Ouder-Amstel,Volt,342
Ouder-Amstel,Forum voor Democratie,259
Ouder-Amstel,JA21,248
Ouder-Amstel,BIJ1,166
Ouder-Amstel,ChristenUnie,157
Ouder-Amstel,50PLUS,107
Ouder-Amstel,DENK,73
Ouder-Amstel,Staatkundig Gereformeerde Partij (SGP),62
Ouder-Amstel,BBB,53
Ouder-Amstel,Piratenpartij,26
Ouder-Amstel,NIDA,22
Ouder-Amstel,CODE ORANJE,21
Ouder-Amstel,Trots op Nederland (TROTS),14
Ouder-Amstel,JONG,12
Ouder-Amstel,Splinter,12
Ouder-Amstel,Vrij en Sociaal Nederland,11
Ouder-Amstel,LP (Libertaire Partij),9
Ouder-Amstel,Lijst Henk Krol,5
Ouder-Amstel,U-Buntu Connected Front,4
Ouder-Amstel,OPRECHT,3
Ouder-Amstel,DE FEESTPARTIJ (DFP),1
Ouder-Amstel,NLBeter,1
Ouder-Amstel,Wij zijn Nederland,1
Oudewater,VVD,1848
Oudewater,CDA,1070
Oudewater,D66,836
Oudewater,PVV (Partij voor de Vrijheid),582
Oudewater,ChristenUnie,357
Oudewater,Forum voor Democratie,317
Oudewater,Staatkundig Gereformeerde Partij (SGP),251
Oudewater,BBB,239
Oudewater,SP (Socialistische Partij),217
Oudewater,Partij van de Arbeid (P.v.d.A.),214
Oudewater,JA21,195
Oudewater,GROENLINKS,136
Oudewater,Partij voor de Dieren,115
Oudewater,CODE ORANJE,113
Oudewater,Volt,93
Oudewater,50PLUS,54
Oudewater,DENK,21
Oudewater,Splinter,14
Oudewater,JONG,11
Oudewater,Trots op Nederland (TROTS),11
Oudewater,BIJ1,10
Oudewater,Piratenpartij,9
Oudewater,JEZUS LEEFT,8
Oudewater,OPRECHT,5
Oudewater,NIDA,4
Oudewater,NLBeter,4
Oudewater,DE FEESTPARTIJ (DFP),2
Oudewater,LP (Libertaire Partij),2
Oudewater,Lijst Henk Krol,1
Oudewater,U-Buntu Connected Front,0
Oudewater,Vrij en Sociaal Nederland,0
Overbetuwe,VVD,8236
Overbetuwe,D66,4906
Overbetuwe,CDA,3373
Overbetuwe,PVV (Partij voor de Vrijheid),3347
Overbetuwe,SP (Socialistische Partij),1668
Overbetuwe,Partij van de Arbeid (P.v.d.A.),1553
Overbetuwe,GROENLINKS,1442
Overbetuwe,Forum voor Democratie,1324
Overbetuwe,Partij voor de Dieren,928
Overbetuwe,ChristenUnie,900
Overbetuwe,JA21,646
Overbetuwe,Volt,517
Overbetuwe,Staatkundig Gereformeerde Partij (SGP),482
Overbetuwe,BBB,377
Overbetuwe,50PLUS,292
Overbetuwe,DENK,138
Overbetuwe,CODE ORANJE,100
Overbetuwe,Splinter,68
Overbetuwe,BIJ1,61
Overbetuwe,Piratenpartij,43
Overbetuwe,Trots op Nederland (TROTS),42
Overbetuwe,JONG,36
Overbetuwe,OPRECHT,31
Overbetuwe,NLBeter,28
Overbetuwe,"Blanco (Zeven, A.J.L.B.)",23
Overbetuwe,Lijst Henk Krol,17
Overbetuwe,JEZUS LEEFT,14
Overbetuwe,NIDA,10
Overbetuwe,LP (Libertaire Partij),9
Overbetuwe,U-Buntu Connected Front,3
Papendrecht,VVD,5021
Papendrecht,D66,2262
Papendrecht,PVV (Partij voor de Vrijheid),2239
Papendrecht,CDA,1804
Papendrecht,ChristenUnie,1426
Papendrecht,Forum voor Democratie,1120
Papendrecht,SP (Socialistische Partij),1066
Papendrecht,Partij van de Arbeid (P.v.d.A.),1036
Papendrecht,Staatkundig Gereformeerde Partij (SGP),843
Papendrecht,JA21,592
Papendrecht,Partij voor de Dieren,591
Papendrecht,GROENLINKS,569
Papendrecht,50PLUS,282
Papendrecht,DENK,214
Papendrecht,Volt,214
Papendrecht,CODE ORANJE,121
Papendrecht,BIJ1,59
Papendrecht,Splinter,49
Papendrecht,BBB,39
Papendrecht,NIDA,33
Papendrecht,JONG,29
Papendrecht,Piratenpartij,28
Papendrecht,Lijst Henk Krol,22
Papendrecht,LP (Libertaire Partij),15
Papendrecht,"Blanco (Zeven, A.J.L.B.)",13
Papendrecht,NLBeter,13
Papendrecht,JEZUS LEEFT,10
Papendrecht,OPRECHT,3
Papendrecht,Modern Nederland,1
Papendrecht,Wij zijn Nederland,1
Peel en Maas,VVD,6570
Peel en Maas,CDA,4854
Peel en Maas,PVV (Partij voor de Vrijheid),4151
Peel en Maas,D66,3053
Peel en Maas,SP (Socialistische Partij),1614
Peel en Maas,Forum voor Democratie,1387
Peel en Maas,Partij van de Arbeid (P.v.d.A.),1225
Peel en Maas,GROENLINKS,761
Peel en Maas,JA21,753
Peel en Maas,BBB,722
Peel en Maas,Partij voor de Dieren,551
Peel en Maas,50PLUS,355
Peel en Maas,Volt,333
Peel en Maas,ChristenUnie,117
Peel en Maas,DENK,111
Peel en Maas,CODE ORANJE,81
Peel en Maas,Splinter,55
Peel en Maas,NIDA,50
Peel en Maas,Trots op Nederland (TROTS),50
Peel en Maas,JONG,42
Peel en Maas,"Blanco (Zeven, A.J.L.B.)",35
Peel en Maas,BIJ1,30
Peel en Maas,Lijst Henk Krol,29
Peel en Maas,Piratenpartij,26
Peel en Maas,Staatkundig Gereformeerde Partij (SGP),21
Peel en Maas,DE FEESTPARTIJ (DFP),20
Peel en Maas,NLBeter,18
Peel en Maas,LP (Libertaire Partij),15
Peel en Maas,OPRECHT,15
Peel en Maas,Wij zijn Nederland,2
Peel en Maas,Partij van de Eenheid,0
Pekela,PVV (Partij voor de Vrijheid),1569
Pekela,SP (Socialistische Partij),1059
Pekela,VVD,924
Pekela,Partij van de Arbeid (P.v.d.A.),721
Pekela,CDA,557
Pekela,Forum voor Democratie,525
Pekela,D66,429
Pekela,ChristenUnie,202
Pekela,Partij voor de Dieren,201
Pekela,GROENLINKS,177
Pekela,BBB,147
Pekela,JA21,96
Pekela,Staatkundig Gereformeerde Partij (SGP),73
Pekela,50PLUS,64
Pekela,Volt,43
Pekela,CODE ORANJE,40
Pekela,Trots op Nederland (TROTS),23
Pekela,Piratenpartij,19
Pekela,Lijst Henk Krol,13
Pekela,Splinter,13
Pekela,BIJ1,12
Pekela,JONG,12
Pekela,DENK,8
Pekela,JEZUS LEEFT,8
Pekela,DE FEESTPARTIJ (DFP),6
Pekela,NLBeter,6
Pekela,OPRECHT,4
Pekela,Vrij en Sociaal Nederland,3
Pekela,NIDA,1
Pekela,LP (Libertaire Partij),0
Pekela,U-Buntu Connected Front,0
Pijnacker-Nootdorp,VVD,9975
Pijnacker-Nootdorp,D66,5702
Pijnacker-Nootdorp,PVV (Partij voor de Vrijheid),3591
Pijnacker-Nootdorp,CDA,3228
Pijnacker-Nootdorp,GROENLINKS,1471
Pijnacker-Nootdorp,Forum voor Democratie,1431
Pijnacker-Nootdorp,Partij van de Arbeid (P.v.d.A.),1365
Pijnacker-Nootdorp,SP (Socialistische Partij),1296
Pijnacker-Nootdorp,JA21,1278
Pijnacker-Nootdorp,Partij voor de Dieren,1117
Pijnacker-Nootdorp,ChristenUnie,1057
Pijnacker-Nootdorp,Volt,819
Pijnacker-Nootdorp,DENK,333
Pijnacker-Nootdorp,50PLUS,325
Pijnacker-Nootdorp,Staatkundig Gereformeerde Partij (SGP),245
Pijnacker-Nootdorp,CODE ORANJE,240
Pijnacker-Nootdorp,BBB,134
Pijnacker-Nootdorp,BIJ1,133
Pijnacker-Nootdorp,Splinter,107
Pijnacker-Nootdorp,NIDA,86
Pijnacker-Nootdorp,Piratenpartij,71
Pijnacker-Nootdorp,JONG,57
Pijnacker-Nootdorp,"Blanco (Zeven, A.J.L.B.)",40
Pijnacker-Nootdorp,Lijst Henk Krol,35
Pijnacker-Nootdorp,NLBeter,34
Pijnacker-Nootdorp,LP (Libertaire Partij),22
Pijnacker-Nootdorp,OPRECHT,17
Pijnacker-Nootdorp,JEZUS LEEFT,11
Pijnacker-Nootdorp,Modern Nederland,3
Pijnacker-Nootdorp,U-Buntu Connected Front,2
Purmerend,VVD,10924
Purmerend,PVV (Partij voor de Vrijheid),7360
Purmerend,D66,6104
Purmerend,SP (Socialistische Partij),3319
Purmerend,Forum voor Democratie,3122
Purmerend,Partij van de Arbeid (P.v.d.A.),2942
Purmerend,CDA,2891
Purmerend,GROENLINKS,2108
Purmerend,Partij voor de Dieren,1939
Purmerend,JA21,1515
Purmerend,50PLUS,783
Purmerend,Volt,728
Purmerend,BIJ1,682
Purmerend,DENK,667
Purmerend,ChristenUnie,604
Purmerend,CODE ORANJE,232
Purmerend,Splinter,177
Purmerend,Piratenpartij,160
Purmerend,BBB,143
Purmerend,NIDA,141
Purmerend,Trots op Nederland (TROTS),134
Purmerend,JONG,104
Purmerend,Staatkundig Gereformeerde Partij (SGP),100
Purmerend,Lijst Henk Krol,95
Purmerend,"Blanco (Zeven, A.J.L.B.)",61
Purmerend,DE FEESTPARTIJ (DFP),55
Purmerend,NLBeter,49
Purmerend,LP (Libertaire Partij),30
Purmerend,JEZUS LEEFT,28
Purmerend,U-Buntu Connected Front,16
Purmerend,OPRECHT,10
Purmerend,Wij zijn Nederland,4
Putten,VVD,3637
Putten,CDA,2494
Putten,ChristenUnie,2147
Putten,Staatkundig Gereformeerde Partij (SGP),1893
Putten,PVV (Partij voor de Vrijheid),1587
Putten,D66,1100
Putten,Forum voor Democratie,834
Putten,JA21,364
Putten,SP (Socialistische Partij),342
Putten,Partij van de Arbeid (P.v.d.A.),330
Putten,Partij voor de Dieren,306
Putten,GROENLINKS,264
Putten,BBB,254
Putten,Volt,125
Putten,50PLUS,103
Putten,Trots op Nederland (TROTS),31
Putten,DENK,30
Putten,CODE ORANJE,28
Putten,JONG,24
Putten,Splinter,21
Putten,BIJ1,17
Putten,JEZUS LEEFT,11
Putten,Piratenpartij,11
Putten,Lijst Henk Krol,10
Putten,"Blanco (Zeven, A.J.L.B.)",9
Putten,OPRECHT,7
Putten,LP (Libertaire Partij),6
Putten,NLBeter,3
Putten,NIDA,2
Putten,U-Buntu Connected Front,0
Raalte,VVD,6874
Raalte,CDA,5002
Raalte,D66,3302
Raalte,PVV (Partij voor de Vrijheid),1662
Raalte,BBB,1587
Raalte,SP (Socialistische Partij),1329
Raalte,Partij van de Arbeid (P.v.d.A.),1076
Raalte,Forum voor Democratie,761
Raalte,GROENLINKS,760
Raalte,JA21,603
Raalte,ChristenUnie,483
Raalte,Partij voor de Dieren,477
Raalte,Volt,293
Raalte,50PLUS,240
Raalte,DENK,102
Raalte,Staatkundig Gereformeerde Partij (SGP),68
Raalte,CODE ORANJE,55
Raalte,Splinter,55
Raalte,Trots op Nederland (TROTS),47
Raalte,BIJ1,36
Raalte,JONG,26
Raalte,Piratenpartij,21
Raalte,"Blanco (Zeven, A.J.L.B.)",18
Raalte,Lijst Henk Krol,13
Raalte,NLBeter,13
Raalte,LP (Libertaire Partij),10
Raalte,NIDA,8
Raalte,OPRECHT,7
Raalte,JEZUS LEEFT,1
Raalte,Wij zijn Nederland,1
Raalte,Partij van de Eenheid,0
Raalte,U-Buntu Connected Front,0
Reimerswaal,Staatkundig Gereformeerde Partij (SGP),4603
Reimerswaal,VVD,1990
Reimerswaal,PVV (Partij voor de Vrijheid),1364
Reimerswaal,CDA,1177
Reimerswaal,Forum voor Democratie,692
Reimerswaal,ChristenUnie,629
Reimerswaal,D66,557
Reimerswaal,Partij van de Arbeid (P.v.d.A.),462
Reimerswaal,SP (Socialistische Partij),441
Reimerswaal,JA21,270
Reimerswaal,Partij voor de Dieren,186
Reimerswaal,GROENLINKS,155
Reimerswaal,BBB,134
Reimerswaal,50PLUS,132
Reimerswaal,Volt,75
Reimerswaal,DENK,54
Reimerswaal,CODE ORANJE,35
Reimerswaal,JEZUS LEEFT,29
Reimerswaal,Splinter,24
Reimerswaal,Piratenpartij,22
Reimerswaal,JONG,16
Reimerswaal,NLBeter,8
Reimerswaal,"Blanco (Zeven, A.J.L.B.)",7
Reimerswaal,NIDA,6
Reimerswaal,BIJ1,5
Reimerswaal,Lijst Henk Krol,5
Reimerswaal,LP (Libertaire Partij),4
Reimerswaal,OPRECHT,1
Reimerswaal,Partij van de Eenheid,0
Renkum,VVD,4717
Renkum,D66,4213
Renkum,CDA,1859
Renkum,GROENLINKS,1580
Renkum,PVV (Partij voor de Vrijheid),1565
Renkum,Partij van de Arbeid (P.v.d.A.),1508
Renkum,Partij voor de Dieren,1320
Renkum,SP (Socialistische Partij),1055
Renkum,Volt,682
Renkum,Forum voor Democratie,675
Renkum,ChristenUnie,664
Renkum,JA21,406
Renkum,50PLUS,160
Renkum,Staatkundig Gereformeerde Partij (SGP),106
Renkum,DENK,96
Renkum,BBB,80
Renkum,BIJ1,76
Renkum,Splinter,66
Renkum,CODE ORANJE,56
Renkum,Piratenpartij,38
Renkum,"Blanco (Zeven, A.J.L.B.)",33
Renkum,JONG,20
Renkum,LP (Libertaire Partij),15
Renkum,NLBeter,15
Renkum,Trots op Nederland (TROTS),15
Renkum,Lijst Henk Krol,11
Renkum,JEZUS LEEFT,10
Renkum,OPRECHT,9
Renkum,NIDA,7
Renkum,U-Buntu Connected Front,1
Renswoude,VVD,766
Renswoude,Staatkundig Gereformeerde Partij (SGP),758
Renswoude,CDA,519
Renswoude,PVV (Partij voor de Vrijheid),337
Renswoude,ChristenUnie,277
Renswoude,Forum voor Democratie,211
Renswoude,D66,170
Renswoude,BBB,109
Renswoude,JA21,109
Renswoude,SP (Socialistische Partij),63
Renswoude,Partij van de Arbeid (P.v.d.A.),51
Renswoude,Partij voor de Dieren,41
Renswoude,Volt,41
Renswoude,GROENLINKS,39
Renswoude,50PLUS,14
Renswoude,CODE ORANJE,10
Renswoude,DENK,8
Renswoude,JEZUS LEEFT,7
Renswoude,BIJ1,5
Renswoude,NIDA,5
Renswoude,Splinter,5
Renswoude,Piratenpartij,4
Renswoude,JONG,3
Renswoude,OPRECHT,1
Renswoude,Trots op Nederland (TROTS),1
Renswoude,DE FEESTPARTIJ (DFP),0
Renswoude,Lijst Henk Krol,0
Renswoude,LP (Libertaire Partij),0
Renswoude,NLBeter,0
Renswoude,U-Buntu Connected Front,0
Renswoude,Vrij en Sociaal Nederland,0
Reusel-De Mierden,VVD,2581
Reusel-De Mierden,CDA,1274
Reusel-De Mierden,D66,899
Reusel-De Mierden,PVV (Partij voor de Vrijheid),893
Reusel-De Mierden,SP (Socialistische Partij),626
Reusel-De Mierden,Partij van de Arbeid (P.v.d.A.),345
Reusel-De Mierden,Forum voor Democratie,301
Reusel-De Mierden,Partij voor de Dieren,193
Reusel-De Mierden,GROENLINKS,187
Reusel-De Mierden,BBB,168
Reusel-De Mierden,JA21,149
Reusel-De Mierden,50PLUS,123
Reusel-De Mierden,Volt,116
Reusel-De Mierden,ChristenUnie,40
Reusel-De Mierden,CODE ORANJE,37
Reusel-De Mierden,Splinter,20
Reusel-De Mierden,JONG,18
Reusel-De Mierden,Lijst Henk Krol,14
Reusel-De Mierden,Piratenpartij,13
Reusel-De Mierden,Trots op Nederland (TROTS),13
Reusel-De Mierden,BIJ1,10
Reusel-De Mierden,"Blanco (Zeven, A.J.L.B.)",7
Reusel-De Mierden,DE FEESTPARTIJ (DFP),6
Reusel-De Mierden,JEZUS LEEFT,4
Reusel-De Mierden,NLBeter,4
Reusel-De Mierden,Staatkundig Gereformeerde Partij (SGP),4
Reusel-De Mierden,DENK,3
Reusel-De Mierden,NIDA,1
Reusel-De Mierden,OPRECHT,1
Reusel-De Mierden,LP (Libertaire Partij),0
Reusel-De Mierden,Partij van de Eenheid,0
Rheden,VVD,5817
Rheden,D66,4703
Rheden,PVV (Partij voor de Vrijheid),2915
Rheden,CDA,2352
Rheden,SP (Socialistische Partij),2133
Rheden,Partij van de Arbeid (P.v.d.A.),2084
Rheden,GROENLINKS,1746
Rheden,Partij voor de Dieren,1413
Rheden,Forum voor Democratie,1129
Rheden,ChristenUnie,787
Rheden,Volt,674
Rheden,JA21,542
Rheden,DENK,324
Rheden,50PLUS,253
Rheden,BBB,115
Rheden,Staatkundig Gereformeerde Partij (SGP),107
Rheden,Splinter,89
Rheden,BIJ1,86
Rheden,CODE ORANJE,76
Rheden,Piratenpartij,68
Rheden,"Blanco (Zeven, A.J.L.B.)",41
Rheden,Trots op Nederland (TROTS),37
Rheden,JONG,35
Rheden,NLBeter,25
Rheden,NIDA,18
Rheden,Lijst Henk Krol,17
Rheden,OPRECHT,14
Rheden,LP (Libertaire Partij),12
Rheden,JEZUS LEEFT,9
Rheden,U-Buntu Connected Front,1
Rhenen,VVD,2630
Rhenen,Staatkundig Gereformeerde Partij (SGP),2014
Rhenen,D66,1412
Rhenen,PVV (Partij voor de Vrijheid),1369
Rhenen,CDA,1187
Rhenen,ChristenUnie,771
Rhenen,Forum voor Democratie,569
Rhenen,Partij van de Arbeid (P.v.d.A.),547
Rhenen,SP (Socialistische Partij),460
Rhenen,GROENLINKS,441
Rhenen,Partij voor de Dieren,346
Rhenen,JA21,315
Rhenen,Volt,177
Rhenen,DENK,126
Rhenen,50PLUS,75
Rhenen,BBB,57
Rhenen,CODE ORANJE,34
Rhenen,Splinter,30
Rhenen,NIDA,27
Rhenen,BIJ1,25
Rhenen,Piratenpartij,17
Rhenen,JONG,16
Rhenen,Trots op Nederland (TROTS),14
Rhenen,NLBeter,7
Rhenen,LP (Libertaire Partij),6
Rhenen,Lijst Henk Krol,5
Rhenen,DE FEESTPARTIJ (DFP),4
Rhenen,JEZUS LEEFT,4
Rhenen,OPRECHT,4
Rhenen,Vrij en Sociaal Nederland,3
Rhenen,U-Buntu Connected Front,0
Ridderkerk,VVD,5917
Ridderkerk,PVV (Partij voor de Vrijheid),3932
Ridderkerk,D66,2649
Ridderkerk,Staatkundig Gereformeerde Partij (SGP),2410
Ridderkerk,CDA,2259
Ridderkerk,ChristenUnie,1799
Ridderkerk,Forum voor Democratie,1748
Ridderkerk,SP (Socialistische Partij),1682
Ridderkerk,Partij van de Arbeid (P.v.d.A.),1443
Ridderkerk,JA21,1169
Ridderkerk,Partij voor de Dieren,832
Ridderkerk,GROENLINKS,679
Ridderkerk,DENK,469
Ridderkerk,50PLUS,370
Ridderkerk,Volt,256
Ridderkerk,BIJ1,140
Ridderkerk,CODE ORANJE,128
Ridderkerk,NIDA,111
Ridderkerk,Splinter,72
Ridderkerk,BBB,59
Ridderkerk,JONG,42
Ridderkerk,Lijst Henk Krol,38
Ridderkerk,OPRECHT,30
Ridderkerk,Piratenpartij,30
Ridderkerk,NLBeter,27
Ridderkerk,"Blanco (Zeven, A.J.L.B.)",13
Ridderkerk,JEZUS LEEFT,13
Ridderkerk,LP (Libertaire Partij),6
Ridderkerk,Wij zijn Nederland,6
Ridderkerk,Modern Nederland,1
Rijssen-Holten,Staatkundig Gereformeerde Partij (SGP),5884
Rijssen-Holten,CDA,3931
Rijssen-Holten,VVD,3881
Rijssen-Holten,ChristenUnie,2755
Rijssen-Holten,PVV (Partij voor de Vrijheid),2085
Rijssen-Holten,D66,1433
Rijssen-Holten,Forum voor Democratie,1099
Rijssen-Holten,BBB,953
Rijssen-Holten,Partij van de Arbeid (P.v.d.A.),750
Rijssen-Holten,SP (Socialistische Partij),647
Rijssen-Holten,JA21,459
Rijssen-Holten,GROENLINKS,355
Rijssen-Holten,Partij voor de Dieren,290
Rijssen-Holten,Volt,173
Rijssen-Holten,50PLUS,124
Rijssen-Holten,DENK,112
Rijssen-Holten,CODE ORANJE,43
Rijssen-Holten,Splinter,37
Rijssen-Holten,Trots op Nederland (TROTS),32
Rijssen-Holten,JEZUS LEEFT,31
Rijssen-Holten,BIJ1,29
Rijssen-Holten,Piratenpartij,20
Rijssen-Holten,JONG,17
Rijssen-Holten,Lijst Henk Krol,8
Rijssen-Holten,Wij zijn Nederland,7
Rijssen-Holten,"Blanco (Zeven, A.J.L.B.)",6
Rijssen-Holten,LP (Libertaire Partij),5
Rijssen-Holten,NIDA,4
Rijssen-Holten,NLBeter,4
Rijssen-Holten,OPRECHT,4
